client_id,emp_var_rate,cons_price_idx,cons_conf_idx,euribor_3m,num_of_emp,salary,job_id
4899,-2.9,92.963,-40.8,1.281,5076.2,$35k,J4899
4900,-1.8,92.893,-46.2,1.266,5099.1,$65k,J4900
4901,1.4,93.444,-36.1,4.965,5228.1,$95k,J4901
4902,-1.8,92.893,-46.2,1.25,5099.1,$35k,J4902
4903,1.4,94.465,-41.8,4.961,5228.1,$35k,J4903
4904,-1.8,92.893,-46.2,1.334,5099.1,$85k,J4904
4905,-1.8,92.893,-46.2,1.344,5099.1,$105k,J4905
4906,1.4,93.918,-42.7,4.963,5228.1,$165k,J4906
4907,1.4,94.465,-41.8,4.959,5228.1,$165k,J4907
4908,-0.1,93.2,-42,4.12,5195.8,$35k,J4908
4909,1.4,93.918,-42.7,4.968,5228.1,$165k,J4909
4910,1.4,93.444,-36.1,4.966,5228.1,$65k,J4910
4911,1.1,93.994,-36.4,4.855,5191,$85k,J4911
4912,-1.8,92.893,-46.2,1.299,5099.1,$145k,J4912
4913,-1.8,92.893,-46.2,1.344,5099.1,$165k,J4913
4914,-1.8,93.369,-34.8,0.646,5008.7,$95k,J4914
4915,1.4,93.918,-42.7,4.96,5228.1,$185k,J4915
4916,-1.1,94.601,-49.5,1.043,4963.6,$215k,J4916
4917,-1.7,94.215,-40.3,0.881,4991.6,$285k,J4917
4918,-1.7,94.027,-38.3,0.904,4991.6,$105k,J4918
4919,-1.8,92.893,-46.2,1.281,5099.1,$35k,J4919
4920,1.4,94.465,-41.8,4.962,5228.1,$145k,J4920
4921,-1.8,93.075,-47.1,1.405,5099.1,$35k,J4921
4922,-1.8,92.893,-46.2,1.281,5099.1,$45k,J4922
4923,1.4,93.444,-36.1,4.968,5228.1,$65k,J4923
4924,-0.1,93.2,-42,4.076,5195.8,$185k,J4924
4925,1.4,94.465,-41.8,4.955,5228.1,$125k,J4925
4926,1.1,93.994,-36.4,4.857,5191,$285k,J4926
4927,1.4,93.444,-36.1,4.964,5228.1,$185k,J4927
4928,-1.8,93.075,-47.1,1.483,5099.1,$65k,J4928
4929,-1.8,92.893,-46.2,1.281,5099.1,$125k,J4929
4930,1.4,94.465,-41.8,4.865,5228.1,$85k,J4930
4931,-1.8,92.893,-46.2,1.244,5099.1,$65k,J4931
4932,1.4,93.918,-42.7,4.961,5228.1,$165k,J4932
4933,-1.8,92.893,-46.2,1.354,5099.1,$145k,J4933
4934,-1.8,92.893,-46.2,1.244,5099.1,$95k,J4934
4935,1.4,93.918,-42.7,4.962,5228.1,$285k,J4935
4936,1.4,93.444,-36.1,4.965,5228.1,$285k,J4936
4937,1.4,93.444,-36.1,4.966,5228.1,$85k,J4937
4938,1.4,93.918,-42.7,4.96,5228.1,$65k,J4938
4939,-0.1,93.2,-42,4.076,5195.8,$95k,J4939
4940,1.4,93.918,-42.7,4.963,5228.1,$95k,J4940
4941,1.4,93.444,-36.1,4.968,5228.1,$55k,J4941
4942,1.1,93.994,-36.4,4.86,5191,$145k,J4942
4943,-1.1,94.199,-37.5,0.877,4963.6,$65k,J4943
4944,-2.9,92.963,-40.8,1.26,5076.2,$65k,J4944
4945,1.1,93.994,-36.4,4.855,5191,$185k,J4945
4946,1.1,93.994,-36.4,4.86,5191,$35k,J4946
4947,1.4,94.465,-41.8,4.96,5228.1,$35k,J4947
4948,1.4,93.918,-42.7,4.962,5228.1,$285k,J4948
4949,-1.8,92.893,-46.2,1.327,5099.1,$125k,J4949
4950,-1.8,92.893,-46.2,1.299,5099.1,$35k,J4950
4951,-1.1,94.199,-37.5,0.881,4963.6,$95k,J4951
4952,1.4,93.444,-36.1,4.965,5228.1,$65k,J4952
4953,1.1,93.994,-36.4,4.856,5191,$95k,J4953
4954,1.1,93.994,-36.4,4.857,5191,$35k,J4954
4955,1.1,93.994,-36.4,4.859,5191,$45k,J4955
4956,1.4,94.465,-41.8,4.959,5228.1,$145k,J4956
4957,1.4,93.444,-36.1,4.964,5228.1,$185k,J4957
4958,1.4,93.918,-42.7,4.961,5228.1,$45k,J4958
4959,1.4,93.918,-42.7,4.961,5228.1,$105k,J4959
4960,1.4,93.444,-36.1,4.965,5228.1,$35k,J4960
4961,-1.8,92.893,-46.2,1.299,5099.1,$125k,J4961
4962,1.1,93.994,-36.4,4.856,5191,$285k,J4962
4963,-1.8,92.893,-46.2,1.327,5099.1,$125k,J4963
4964,-1.8,93.075,-47.1,1.405,5099.1,$35k,J4964
4965,-0.1,93.2,-42,4.076,5195.8,$145k,J4965
4966,1.4,93.444,-36.1,4.966,5228.1,$245k,J4966
4967,1.4,93.918,-42.7,4.962,5228.1,$95k,J4967
4968,-2.9,92.963,-40.8,1.26,5076.2,$165k,J4968
4969,-3.4,92.379,-29.8,0.773,5017.5,$215k,J4969
4970,1.4,94.465,-41.8,4.958,5228.1,$85k,J4970
4971,-1.1,94.199,-37.5,0.879,4963.6,$75k,J4971
4972,1.4,93.918,-42.7,4.96,5228.1,$35k,J4972
4973,1.4,94.465,-41.8,4.959,5228.1,$35k,J4973
4974,1.4,93.918,-42.7,4.96,5228.1,$105k,J4974
4975,1.4,93.444,-36.1,4.966,5228.1,$245k,J4975
4976,-1.8,92.893,-46.2,1.344,5099.1,$65k,J4976
4977,1.1,93.994,-36.4,4.856,5191,$285k,J4977
4978,-1.8,92.893,-46.2,1.281,5099.1,$125k,J4978
4979,-0.1,93.2,-42,4.153,5195.8,$165k,J4979
4980,-1.8,93.876,-40,0.668,5008.7,$35k,J4980
4981,-2.9,92.201,-31.4,0.825,5076.2,$45k,J4981
4982,-0.1,93.2,-42,4.076,5195.8,$105k,J4982
4983,-1.8,92.893,-46.2,1.291,5099.1,$145k,J4983
4984,1.1,93.994,-36.4,4.857,5191,$125k,J4984
4985,1.1,93.994,-36.4,4.855,5191,$215k,J4985
4986,1.1,93.994,-36.4,4.857,5191,$285k,J4986
4987,1.4,94.465,-41.8,4.967,5228.1,$125k,J4987
4988,-1.8,92.893,-46.2,1.334,5099.1,$45k,J4988
4989,-1.8,92.893,-46.2,1.344,5099.1,$65k,J4989
4990,1.1,93.994,-36.4,4.856,5191,$55k,J4990
4991,1.4,93.918,-42.7,4.96,5228.1,$65k,J4991
4992,1.4,93.918,-42.7,4.963,5228.1,$145k,J4992
4993,1.4,94.465,-41.8,4.865,5228.1,$125k,J4993
4994,-1.8,93.075,-47.1,1.435,5099.1,$55k,J4994
4995,-1.8,92.893,-46.2,1.266,5099.1,$55k,J4995
4996,1.1,93.994,-36.4,4.857,5191,$215k,J4996
4997,-0.1,93.2,-42,4.021,5195.8,$165k,J4997
4998,1.4,94.465,-41.8,4.865,5228.1,$105k,J4998
4999,1.1,93.994,-36.4,4.858,5191,$65k,J4999
5000,-0.1,93.2,-42,4.191,5195.8,$75k,J5000
5001,1.1,93.994,-36.4,4.857,5191,$165k,J5001
5002,-0.1,93.2,-42,4.076,5195.8,$215k,J5002
5003,1.4,93.918,-42.7,4.962,5228.1,$105k,J5003
5004,1.1,93.994,-36.4,4.859,5191,$245k,J5004
5005,1.1,93.994,-36.4,4.86,5191,$245k,J5005
5006,1.4,93.918,-42.7,4.96,5228.1,$145k,J5006
5007,1.4,94.465,-41.8,4.961,5228.1,$185k,J5007
5008,1.4,93.444,-36.1,4.966,5228.1,$65k,J5008
5009,-1.7,94.027,-38.3,0.904,4991.6,$215k,J5009
5010,1.4,94.465,-41.8,4.961,5228.1,$105k,J5010
5011,-3.4,92.431,-26.9,0.72,5017.5,$165k,J5011
5012,-1.8,92.893,-46.2,1.291,5099.1,$125k,J5012
5013,-1.8,93.075,-47.1,1.405,5099.1,$55k,J5013
5014,1.4,93.444,-36.1,4.97,5228.1,$145k,J5014
5015,-1.8,92.893,-46.2,1.25,5099.1,$65k,J5015
5016,1.1,93.994,-36.4,4.856,5191,$245k,J5016
5017,1.4,94.465,-41.8,4.958,5228.1,$45k,J5017
5018,1.1,93.994,-36.4,4.857,5191,$85k,J5018
5019,-1.7,94.027,-38.3,0.9,4991.6,$75k,J5019
5020,-1.8,92.893,-46.2,1.281,5099.1,$105k,J5020
5021,1.4,93.918,-42.7,4.963,5228.1,$75k,J5021
5022,1.4,94.465,-41.8,4.961,5228.1,$45k,J5022
5023,-1.8,92.893,-46.2,1.244,5099.1,$75k,J5023
5024,1.1,93.994,-36.4,4.856,5191,$45k,J5024
5025,-1.7,94.027,-38.3,0.898,4991.6,$215k,J5025
5026,1.4,93.918,-42.7,4.961,5228.1,$65k,J5026
5027,1.4,93.918,-42.7,4.962,5228.1,$35k,J5027
5028,-1.7,94.055,-39.8,0.767,4991.6,$105k,J5028
5029,-2.9,92.201,-31.4,0.861,5076.2,$145k,J5029
5030,1.4,93.918,-42.7,4.958,5228.1,$245k,J5030
5031,-1.1,94.601,-49.5,0.982,4963.6,$55k,J5031
5032,1.4,94.465,-41.8,4.961,5228.1,$245k,J5032
5033,1.4,93.918,-42.7,4.963,5228.1,$215k,J5033
5034,-1.8,92.893,-46.2,1.281,5099.1,$145k,J5034
5035,-1.8,92.893,-46.2,1.281,5099.1,$95k,J5035
5036,-1.1,94.199,-37.5,0.881,4963.6,$165k,J5036
5037,1.1,93.994,-36.4,4.855,5191,$45k,J5037
5038,-1.8,92.893,-46.2,1.281,5099.1,$245k,J5038
5039,-0.1,93.2,-42,4.076,5195.8,$75k,J5039
5040,-1.8,92.893,-46.2,1.327,5099.1,$165k,J5040
5041,1.1,93.994,-36.4,4.857,5191,$185k,J5041
5042,-1.8,92.893,-46.2,1.334,5099.1,$75k,J5042
5043,1.4,93.444,-36.1,4.968,5228.1,$95k,J5043
5044,1.1,93.994,-36.4,4.857,5191,$145k,J5044
5045,1.1,93.994,-36.4,4.857,5191,$245k,J5045
5046,-1.8,93.075,-47.1,1.405,5099.1,$185k,J5046
5047,-1.8,93.075,-47.1,1.405,5099.1,$165k,J5047
5048,1.4,93.918,-42.7,4.958,5228.1,$125k,J5048
5049,1.4,94.465,-41.8,4.866,5228.1,$85k,J5049
5050,-0.1,93.2,-42,4.153,5195.8,$185k,J5050
5051,1.4,93.918,-42.7,4.968,5228.1,$55k,J5051
5052,1.4,93.918,-42.7,4.957,5228.1,$65k,J5052
5053,-0.1,93.2,-42,4.191,5195.8,$75k,J5053
5054,-1.1,94.199,-37.5,0.879,4963.6,$105k,J5054
5055,1.4,93.918,-42.7,4.961,5228.1,$245k,J5055
5056,-1.7,94.027,-38.3,0.905,4991.6,$105k,J5056
5057,-1.8,92.893,-46.2,1.344,5099.1,$45k,J5057
5058,-1.8,93.075,-47.1,1.405,5099.1,$185k,J5058
5059,1.4,94.465,-41.8,4.961,5228.1,$105k,J5059
5060,-0.1,93.2,-42,4.12,5195.8,$145k,J5060
5061,-0.1,93.2,-42,4.12,5195.8,$75k,J5061
5062,1.4,94.465,-41.8,4.959,5228.1,$105k,J5062
5063,1.4,94.465,-41.8,4.864,5228.1,$45k,J5063
5064,1.1,93.994,-36.4,4.86,5191,$55k,J5064
5065,-0.1,93.2,-42,4.021,5195.8,$245k,J5065
5066,1.1,93.994,-36.4,4.857,5191,$75k,J5066
5067,-3.4,92.649,-30.1,0.715,5017.5,$145k,J5067
5068,1.1,93.994,-36.4,4.856,5191,$185k,J5068
5069,1.4,93.444,-36.1,4.97,5228.1,$145k,J5069
5070,1.4,93.918,-42.7,4.96,5228.1,$165k,J5070
5071,1.4,93.444,-36.1,4.967,5228.1,$165k,J5071
5072,-1.8,92.893,-46.2,1.281,5099.1,$105k,J5072
5073,1.4,94.465,-41.8,4.962,5228.1,$105k,J5073
5074,-1.8,92.843,-50,1.602,5099.1,$95k,J5074
5075,-1.8,92.893,-46.2,1.327,5099.1,$65k,J5075
5076,-1.8,92.893,-46.2,1.266,5099.1,$285k,J5076
5077,-1.8,92.893,-46.2,1.313,5099.1,$145k,J5077
5078,1.4,93.918,-42.7,4.963,5228.1,$285k,J5078
5079,1.4,93.918,-42.7,4.962,5228.1,$55k,J5079
5080,1.4,93.918,-42.7,4.963,5228.1,$125k,J5080
5081,1.1,93.994,-36.4,4.857,5191,$85k,J5081
5082,1.1,93.994,-36.4,4.86,5191,$95k,J5082
5083,-1.8,92.893,-46.2,1.327,5099.1,$285k,J5083
5084,1.1,93.994,-36.4,4.856,5191,$145k,J5084
5085,-1.1,94.199,-37.5,0.879,4963.6,$125k,J5085
5086,-0.1,93.2,-42,4.12,5195.8,$95k,J5086
5087,-2.9,92.963,-40.8,1.26,5076.2,$285k,J5087
5088,1.1,93.994,-36.4,4.855,5191,$245k,J5088
5089,1.4,93.918,-42.7,4.962,5228.1,$145k,J5089
5090,-1.8,92.893,-46.2,1.264,5099.1,$285k,J5090
5091,1.1,93.994,-36.4,4.856,5191,$215k,J5091
5092,-1.8,92.893,-46.2,1.259,5099.1,$45k,J5092
5093,-2.9,92.963,-40.8,1.268,5076.2,$85k,J5093
5094,1.1,93.994,-36.4,4.857,5191,$245k,J5094
5095,-1.8,93.075,-47.1,1.423,5099.1,$105k,J5095
5096,-1.8,92.893,-46.2,1.25,5099.1,$165k,J5096
5097,-1.8,92.843,-50,1.811,5099.1,$245k,J5097
5098,1.4,93.444,-36.1,4.964,5228.1,$245k,J5098
5099,1.1,93.994,-36.4,4.856,5191,$215k,J5099
5100,1.4,93.918,-42.7,4.958,5228.1,$55k,J5100
5101,1.4,93.444,-36.1,4.966,5228.1,$65k,J5101
5102,-1.8,92.893,-46.2,1.299,5099.1,$145k,J5102
5103,1.1,93.994,-36.4,4.857,5191,$245k,J5103
5104,-1.8,92.893,-46.2,1.291,5099.1,$245k,J5104
5105,1.1,93.994,-36.4,4.859,5191,$65k,J5105
5106,1.1,93.994,-36.4,4.856,5191,$105k,J5106
5107,1.4,93.444,-36.1,4.968,5228.1,$75k,J5107
5108,-0.1,93.2,-42,4.12,5195.8,$45k,J5108
5109,1.4,93.918,-42.7,4.961,5228.1,$105k,J5109
5110,1.4,93.918,-42.7,4.955,5228.1,$245k,J5110
5111,1.1,93.994,-36.4,4.857,5191,$75k,J5111
5112,-0.1,93.2,-42,4.191,5195.8,$245k,J5112
5113,1.4,93.918,-42.7,4.958,5228.1,$245k,J5113
5114,-0.1,93.2,-42,4.12,5195.8,$65k,J5114
5115,-0.1,93.2,-42,4.076,5195.8,$105k,J5115
5116,-0.1,93.2,-42,4.12,5195.8,$95k,J5116
5117,1.1,93.994,-36.4,4.855,5191,$35k,J5117
5118,1.1,93.994,-36.4,4.857,5191,$95k,J5118
5119,1.1,93.994,-36.4,4.857,5191,$245k,J5119
5120,-2.9,92.963,-40.8,1.26,5076.2,$95k,J5120
5121,1.4,93.444,-36.1,4.966,5228.1,$65k,J5121
5122,1.1,93.994,-36.4,4.855,5191,$45k,J5122
5123,1.1,93.994,-36.4,4.86,5191,$95k,J5123
5124,-1.8,92.893,-46.2,1.25,5099.1,$215k,J5124
5125,1.1,93.994,-36.4,4.855,5191,$145k,J5125
5126,-1.8,92.893,-46.2,1.264,5099.1,$85k,J5126
5127,1.4,93.918,-42.7,4.963,5228.1,$245k,J5127
5128,-1.8,92.893,-46.2,1.354,5099.1,$75k,J5128
5129,1.4,93.444,-36.1,4.963,5228.1,$185k,J5129
5130,-1.8,93.075,-47.1,1.405,5099.1,$75k,J5130
5131,-1.8,92.893,-46.2,1.334,5099.1,$95k,J5131
5132,1.1,93.994,-36.4,4.855,5191,$55k,J5132
5133,-0.1,93.2,-42,4.12,5195.8,$165k,J5133
5134,1.4,93.918,-42.7,4.961,5228.1,$55k,J5134
5135,1.4,93.444,-36.1,4.966,5228.1,$45k,J5135
5136,-0.1,93.2,-42,4.076,5195.8,$85k,J5136
5137,1.4,93.918,-42.7,4.961,5228.1,$105k,J5137
5138,-1.8,93.075,-47.1,1.405,5099.1,$95k,J5138
5139,-3.4,92.431,-26.9,0.722,5017.5,$75k,J5139
5140,-0.1,93.2,-42,4.191,5195.8,$65k,J5140
5141,-1.8,92.893,-46.2,1.291,5099.1,$165k,J5141
5142,-1.8,92.893,-46.2,1.299,5099.1,$35k,J5142
5143,1.4,93.918,-42.7,4.963,5228.1,$285k,J5143
5144,-1.8,92.893,-46.2,1.266,5099.1,$285k,J5144
5145,1.1,93.994,-36.4,4.857,5191,$125k,J5145
5146,-0.1,93.2,-42,4.021,5195.8,$45k,J5146
5147,-1.8,92.893,-46.2,1.291,5099.1,$65k,J5147
5148,1.4,94.465,-41.8,4.865,5228.1,$285k,J5148
5149,-0.1,93.2,-42,4.191,5195.8,$95k,J5149
5150,1.4,94.465,-41.8,4.967,5228.1,$125k,J5150
5151,1.1,93.994,-36.4,4.859,5191,$55k,J5151
5152,1.4,93.444,-36.1,4.965,5228.1,$105k,J5152
5153,1.4,94.465,-41.8,4.961,5228.1,$285k,J5153
5154,1.1,93.994,-36.4,4.858,5191,$165k,J5154
5155,-1.8,92.893,-46.2,1.334,5099.1,$165k,J5155
5156,1.1,93.994,-36.4,4.858,5191,$215k,J5156
5157,1.4,94.465,-41.8,4.866,5228.1,$95k,J5157
5158,1.1,93.994,-36.4,4.856,5191,$95k,J5158
5159,-1.8,92.893,-46.2,1.327,5099.1,$95k,J5159
5160,-1.8,93.075,-47.1,1.435,5099.1,$145k,J5160
5161,-1.8,92.893,-46.2,1.25,5099.1,$45k,J5161
5162,1.4,94.465,-41.8,4.962,5228.1,$85k,J5162
5163,-0.1,93.2,-42,4.153,5195.8,$55k,J5163
5164,1.4,93.444,-36.1,4.963,5228.1,$165k,J5164
5165,-2.9,92.201,-31.4,0.859,5076.2,$85k,J5165
5166,-1.7,94.027,-38.3,0.9,4991.6,$215k,J5166
5167,-2.9,92.963,-40.8,1.244,5076.2,$185k,J5167
5168,1.1,93.994,-36.4,4.859,5191,$285k,J5168
5169,-2.9,92.963,-40.8,1.262,5076.2,$285k,J5169
5170,1.1,93.994,-36.4,4.856,5191,$125k,J5170
5171,1.4,93.444,-36.1,4.965,5228.1,$245k,J5171
5172,-1.8,92.893,-46.2,1.334,5099.1,$35k,J5172
5173,1.4,94.465,-41.8,4.961,5228.1,$35k,J5173
5174,-2.9,92.963,-40.8,1.224,5076.2,$85k,J5174
5175,-1.7,94.215,-40.3,0.876,4991.6,$285k,J5175
5176,1.1,93.994,-36.4,4.856,5191,$125k,J5176
5177,1.1,93.994,-36.4,4.856,5191,$95k,J5177
5178,1.1,93.994,-36.4,4.857,5191,$35k,J5178
5179,1.4,93.444,-36.1,4.965,5228.1,$55k,J5179
5180,1.4,93.918,-42.7,4.961,5228.1,$215k,J5180
5181,1.4,93.918,-42.7,4.962,5228.1,$215k,J5181
5182,-1.1,94.767,-50.8,1.048,4963.6,$285k,J5182
5183,1.4,94.465,-41.8,4.961,5228.1,$285k,J5183
5184,1.4,93.918,-42.7,4.961,5228.1,$145k,J5184
5185,1.1,93.994,-36.4,4.86,5191,$65k,J5185
5186,-1.8,92.893,-46.2,1.344,5099.1,$35k,J5186
5187,1.4,93.444,-36.1,4.967,5228.1,$245k,J5187
5188,1.4,94.465,-41.8,4.865,5228.1,$55k,J5188
5189,-1.8,92.893,-46.2,1.299,5099.1,$165k,J5189
5190,1.4,93.918,-42.7,4.963,5228.1,$125k,J5190
5191,1.1,93.994,-36.4,4.857,5191,$35k,J5191
5192,1.4,94.465,-41.8,4.962,5228.1,$85k,J5192
5193,-1.8,93.075,-47.1,1.405,5099.1,$185k,J5193
5194,-1.1,94.199,-37.5,0.878,4963.6,$75k,J5194
5195,1.4,93.918,-42.7,4.963,5228.1,$185k,J5195
5196,1.1,93.994,-36.4,4.858,5191,$145k,J5196
5197,-0.1,93.2,-42,4.076,5195.8,$35k,J5197
5198,-0.1,93.2,-42,4.12,5195.8,$165k,J5198
5199,-1.8,92.893,-46.2,1.313,5099.1,$75k,J5199
5200,-1.8,92.893,-46.2,1.281,5099.1,$245k,J5200
5201,1.4,93.444,-36.1,4.964,5228.1,$125k,J5201
5202,1.4,93.444,-36.1,4.962,5228.1,$125k,J5202
5203,1.4,93.918,-42.7,4.961,5228.1,$55k,J5203
5204,1.1,93.994,-36.4,4.857,5191,$105k,J5204
5205,1.1,93.994,-36.4,4.856,5191,$185k,J5205
5206,-2.9,92.963,-40.8,1.099,5076.2,$215k,J5206
5207,1.1,93.994,-36.4,4.857,5191,$285k,J5207
5208,-3.4,92.379,-29.8,0.788,5017.5,$45k,J5208
5209,1.4,93.918,-42.7,4.96,5228.1,$185k,J5209
5210,1.4,94.465,-41.8,4.959,5228.1,$75k,J5210
5211,1.1,93.994,-36.4,4.857,5191,$105k,J5211
5212,1.4,93.444,-36.1,4.966,5228.1,$35k,J5212
5213,-1.8,92.893,-46.2,1.299,5099.1,$245k,J5213
5214,-1.8,93.075,-47.1,1.405,5099.1,$85k,J5214
5215,1.4,93.918,-42.7,4.963,5228.1,$105k,J5215
5216,-2.9,92.201,-31.4,0.883,5076.2,$45k,J5216
5217,1.4,94.465,-41.8,4.864,5228.1,$215k,J5217
5218,-1.8,92.893,-46.2,1.266,5099.1,$245k,J5218
5219,1.4,93.918,-42.7,4.963,5228.1,$245k,J5219
5220,-0.1,93.2,-42,4.12,5195.8,$145k,J5220
5221,1.1,93.994,-36.4,4.86,5191,$75k,J5221
5222,1.1,93.994,-36.4,4.857,5191,$75k,J5222
5223,1.4,93.918,-42.7,4.962,5228.1,$95k,J5223
5224,-0.1,93.2,-42,4.076,5195.8,$35k,J5224
5225,-3,92.713,-33,0.717,5023.5,$165k,J5225
5226,-1.8,92.893,-46.2,1.334,5099.1,$85k,J5226
5227,1.4,94.465,-41.8,4.96,5228.1,$215k,J5227
5228,-3,92.713,-33,0.72,5023.5,$35k,J5228
5229,1.4,93.444,-36.1,4.965,5228.1,$185k,J5229
5230,1.1,93.994,-36.4,4.857,5191,$55k,J5230
5231,-1.8,92.893,-46.2,1.244,5099.1,$185k,J5231
5232,-1.8,92.893,-46.2,1.266,5099.1,$215k,J5232
5233,-1.8,93.075,-47.1,1.423,5099.1,$75k,J5233
5234,-1.8,92.893,-46.2,1.281,5099.1,$65k,J5234
5235,-1.8,92.893,-46.2,1.266,5099.1,$125k,J5235
5236,1.4,93.918,-42.7,4.963,5228.1,$165k,J5236
5237,1.4,93.918,-42.7,4.96,5228.1,$65k,J5237
5238,1.1,93.994,-36.4,4.859,5191,$165k,J5238
5239,-2.9,92.963,-40.8,1.26,5076.2,$85k,J5239
5240,1.4,93.918,-42.7,4.962,5228.1,$35k,J5240
5241,1.4,93.444,-36.1,4.965,5228.1,$95k,J5241
5242,1.4,93.918,-42.7,4.963,5228.1,$285k,J5242
5243,-3.4,92.431,-26.9,0.739,5017.5,$165k,J5243
5244,-1.8,92.893,-46.2,1.266,5099.1,$95k,J5244
5245,-1.8,92.893,-46.2,1.266,5099.1,$65k,J5245
5246,1.4,93.918,-42.7,4.958,5228.1,$65k,J5246
5247,-0.1,93.2,-42,4.021,5195.8,$45k,J5247
5248,1.4,93.918,-42.7,4.961,5228.1,$215k,J5248
5249,-1.8,92.893,-46.2,1.25,5099.1,$145k,J5249
5250,1.1,93.994,-36.4,4.86,5191,$35k,J5250
5251,-1.1,94.767,-50.8,1.039,4963.6,$185k,J5251
5252,-1.8,92.893,-46.2,1.266,5099.1,$35k,J5252
5253,-1.8,92.893,-46.2,1.25,5099.1,$85k,J5253
5254,1.4,93.444,-36.1,4.965,5228.1,$125k,J5254
5255,1.1,93.994,-36.4,4.856,5191,$215k,J5255
5256,-0.1,93.2,-42,4.12,5195.8,$45k,J5256
5257,1.4,93.918,-42.7,4.962,5228.1,$145k,J5257
5258,-1.8,92.893,-46.2,1.327,5099.1,$75k,J5258
5259,1.1,93.994,-36.4,4.86,5191,$145k,J5259
5260,1.4,94.465,-41.8,4.961,5228.1,$185k,J5260
5261,1.4,93.444,-36.1,4.968,5228.1,$215k,J5261
5262,1.4,93.444,-36.1,4.967,5228.1,$125k,J5262
5263,-1.8,93.075,-47.1,1.405,5099.1,$95k,J5263
5264,1.4,94.465,-41.8,4.96,5228.1,$65k,J5264
5265,-1.8,92.893,-46.2,1.266,5099.1,$55k,J5265
5266,-1.8,92.893,-46.2,1.291,5099.1,$245k,J5266
5267,1.4,93.918,-42.7,4.958,5228.1,$35k,J5267
5268,-1.8,92.893,-46.2,1.299,5099.1,$245k,J5268
5269,1.1,93.994,-36.4,4.856,5191,$145k,J5269
5270,1.4,93.918,-42.7,4.959,5228.1,$145k,J5270
5271,-2.9,92.963,-40.8,1.26,5076.2,$95k,J5271
5272,1.4,93.444,-36.1,4.963,5228.1,$125k,J5272
5273,1.4,93.918,-42.7,4.961,5228.1,$125k,J5273
5274,-1.8,92.893,-46.2,1.25,5099.1,$215k,J5274
5275,1.4,93.444,-36.1,4.964,5228.1,$285k,J5275
5276,1.1,93.994,-36.4,4.857,5191,$215k,J5276
5277,1.1,93.994,-36.4,4.856,5191,$85k,J5277
5278,-1.8,93.075,-47.1,1.405,5099.1,$215k,J5278
5279,1.4,94.465,-41.8,4.865,5228.1,$185k,J5279
5280,-0.1,93.2,-42,4.076,5195.8,$165k,J5280
5281,1.4,93.918,-42.7,4.963,5228.1,$95k,J5281
5282,1.4,93.918,-42.7,4.957,5228.1,$35k,J5282
5283,-2.9,92.201,-31.4,0.838,5076.2,$125k,J5283
5284,-1.8,92.893,-46.2,1.266,5099.1,$185k,J5284
5285,1.1,93.994,-36.4,4.857,5191,$55k,J5285
5286,1.4,94.465,-41.8,4.865,5228.1,$45k,J5286
5287,-0.1,93.2,-42,4.076,5195.8,$65k,J5287
5288,-1.8,93.075,-47.1,1.392,5099.1,$125k,J5288
5289,-1.8,92.893,-46.2,1.266,5099.1,$65k,J5289
5290,1.4,93.918,-42.7,4.958,5228.1,$165k,J5290
5291,1.4,94.465,-41.8,4.967,5228.1,$285k,J5291
5292,-0.1,93.2,-42,4.076,5195.8,$185k,J5292
5293,-1.8,92.893,-46.2,1.25,5099.1,$185k,J5293
5294,1.4,93.918,-42.7,4.961,5228.1,$165k,J5294
5295,1.4,94.465,-41.8,4.955,5228.1,$125k,J5295
5296,1.4,93.918,-42.7,4.961,5228.1,$125k,J5296
5297,1.1,93.994,-36.4,4.856,5191,$165k,J5297
5298,1.1,93.994,-36.4,4.857,5191,$215k,J5298
5299,1.1,93.994,-36.4,4.856,5191,$185k,J5299
5300,-1.8,93.075,-47.1,1.41,5099.1,$65k,J5300
5301,-1.8,93.075,-47.1,1.479,5099.1,$105k,J5301
5302,1.1,93.994,-36.4,4.857,5191,$65k,J5302
5303,-0.1,93.2,-42,4.12,5195.8,$285k,J5303
5304,-1.8,92.893,-46.2,1.291,5099.1,$35k,J5304
5305,-0.1,93.2,-42,4.076,5195.8,$125k,J5305
5306,1.4,93.444,-36.1,4.966,5228.1,$75k,J5306
5307,1.1,93.994,-36.4,4.857,5191,$215k,J5307
5308,1.4,93.918,-42.7,4.962,5228.1,$185k,J5308
5309,-1.8,93.749,-34.6,0.64,5008.7,$185k,J5309
5310,-3.4,92.379,-29.8,0.762,5017.5,$95k,J5310
5311,1.4,93.918,-42.7,4.962,5228.1,$215k,J5311
5312,1.4,93.918,-42.7,4.958,5228.1,$125k,J5312
5313,1.1,93.994,-36.4,4.857,5191,$45k,J5313
5314,1.4,93.444,-36.1,4.965,5228.1,$55k,J5314
5315,-0.1,93.2,-42,4.076,5195.8,$165k,J5315
5316,1.4,94.465,-41.8,4.967,5228.1,$215k,J5316
5317,1.1,93.994,-36.4,4.857,5191,$65k,J5317
5318,-0.1,93.2,-42,4.12,5195.8,$95k,J5318
5319,1.4,94.465,-41.8,4.959,5228.1,$125k,J5319
5320,-1.8,92.893,-46.2,1.266,5099.1,$285k,J5320
5321,1.4,93.918,-42.7,4.957,5228.1,$185k,J5321
5322,1.4,93.444,-36.1,4.965,5228.1,$165k,J5322
