loan_id,client_id,credit_default,housing_loan,personal_loan,credit_score
1L225111,5111,unknown,yes,yes,443
1L225112,5112,unknown,yes,no,784
1L225113,5113,unknown,yes,no,507
1L225114,5114,no,no,yes,820
1L225115,5115,unknown,no,no,483
1L225116,5116,no,yes,no,434
1L225117,5117,unknown,yes,yes,692
1L225118,5118,no,no,no,416
1L225119,5119,no,no,no,546
1L225120,5120,no,no,no,323
1L225121,5121,no,yes,no,642
1L225122,5122,no,no,no,523
1L225123,5123,unknown,no,no,753
1L225124,5124,no,no,no,519
1L225125,5125,unknown,no,no,662
1L225126,5126,no,no,no,473
1L225127,5127,no,yes,no,532
1L225128,5128,no,yes,no,748
1L225129,5129,no,yes,no,359
1L225130,5130,unknown,no,no,790
1L225131,5131,no,no,no,504
1L225132,5132,no,yes,no,673
1L225133,5133,no,yes,no,504
1L225134,5134,no,yes,no,833
1L225135,5135,unknown,yes,no,561
1L225136,5136,unknown,no,no,783
1L225137,5137,no,no,yes,627
1L225138,5138,no,yes,no,827
1L225139,5139,no,no,no,486
1L225140,5140,no,yes,no,814
1L225141,5141,no,yes,yes,663
1L225142,5142,no,no,no,687
1L225143,5143,no,yes,no,605
1L225144,5144,no,yes,yes,614
1L225145,5145,no,yes,no,382
1L225146,5146,no,yes,no,648
1L225147,5147,no,yes,no,427
1L225148,5148,no,no,no,781
1L225149,5149,no,yes,no,575
1L225150,5150,unknown,no,no,706
1L225151,5151,no,yes,no,745
1L225152,5152,no,no,yes,775
1L225153,5153,unknown,no,no,810
1L225154,5154,no,no,yes,843
1L225155,5155,no,no,no,341
1L225156,5156,unknown,no,no,691
1L225157,5157,no,no,no,641
1L225158,5158,unknown,yes,no,772
1L225159,5159,no,unknown,unknown,822
1L225160,5160,no,yes,yes,586
1L225161,5161,unknown,no,no,363
1L225162,5162,no,no,no,470
1L225163,5163,unknown,no,no,321
1L225164,5164,no,no,no,831
1L225165,5165,no,no,no,774
1L225166,5166,no,yes,yes,518
1L225167,5167,no,yes,no,704
1L225168,5168,no,yes,no,663
1L225169,5169,no,no,no,826
1L225170,5170,unknown,no,no,511
1L225171,5171,no,yes,no,758
1L225172,5172,no,no,no,671
1L225173,5173,no,yes,no,388
1L225174,5174,no,no,yes,781
1L225175,5175,no,no,no,807
1L225176,5176,unknown,yes,no,835
1L225177,5177,unknown,yes,no,666
1L225178,5178,unknown,yes,no,750
1L225179,5179,no,yes,no,637
1L225180,5180,unknown,no,yes,814
1L225181,5181,no,yes,yes,733
1L225182,5182,no,yes,no,574
1L225183,5183,no,no,no,415
1L225184,5184,no,no,no,766
1L225185,5185,unknown,yes,no,788
1L225186,5186,unknown,no,no,642
1L225187,5187,no,yes,yes,379
1L225188,5188,no,yes,no,836
1L225189,5189,no,no,no,307
1L225190,5190,no,yes,yes,534
1L225191,5191,unknown,no,no,801
1L225192,5192,no,no,yes,498
1L225193,5193,no,no,no,357
1L225194,5194,no,yes,no,407
1L225195,5195,no,yes,no,842
1L225196,5196,no,no,no,707
1L225197,5197,no,no,no,735
1L225198,5198,no,yes,no,566
1L225199,5199,no,yes,no,681
1L225200,5200,no,yes,no,312
1L225201,5201,no,no,no,353
1L225202,5202,no,yes,no,472
1L225203,5203,no,yes,no,651
1L225204,5204,no,yes,no,811
1L225205,5205,no,unknown,unknown,514
1L225206,5206,no,no,no,424
1L225207,5207,unknown,yes,no,434
1L225208,5208,no,no,no,650
1L225209,5209,no,no,no,463
1L225210,5210,no,yes,no,561
1L225211,5211,no,no,no,666
1L225212,5212,unknown,yes,no,469
1L225213,5213,no,yes,no,622
1L225214,5214,unknown,yes,no,513
1L225215,5215,no,no,yes,465
1L225216,5216,no,yes,yes,322
1L225217,5217,no,no,no,319
1L225218,5218,no,no,no,829
1L225219,5219,no,no,no,674
1L225220,5220,no,no,yes,674
1L225221,5221,unknown,no,no,763
1L225222,5222,no,yes,yes,546
1L225223,5223,unknown,no,no,833
1L225224,5224,no,yes,yes,592
1L225225,5225,no,yes,no,669
1L225226,5226,no,no,no,744
1L225227,5227,no,unknown,unknown,493
1L225228,5228,no,yes,no,565
1L225229,5229,no,no,no,443
1L225230,5230,unknown,yes,yes,444
1L225231,5231,no,yes,no,837
1L225232,5232,unknown,no,no,572
1L225233,5233,no,yes,no,799
1L225234,5234,no,no,no,744
1L225235,5235,no,yes,no,432
1L225236,5236,no,no,no,478
1L225237,5237,no,yes,no,559
1L225238,5238,no,no,yes,575
1L225239,5239,no,no,no,628
1L225240,5240,no,yes,no,362
1L225241,5241,no,no,no,625
1L225242,5242,unknown,no,no,391
1L225243,5243,unknown,yes,no,357
1L225244,5244,no,no,no,490
1L225245,5245,no,yes,no,412
1L225246,5246,no,yes,no,732
1L225247,5247,no,yes,yes,618
1L225248,5248,no,yes,yes,695
1L225249,5249,no,no,no,800
1L225250,5250,no,no,no,404
1L225251,5251,no,yes,no,707
1L225252,5252,no,yes,no,342
1L225253,5253,unknown,yes,no,507
1L225254,5254,no,yes,no,418
1L225255,5255,no,yes,no,343
1L225256,5256,no,unknown,unknown,677
1L225257,5257,no,no,no,743
1L225258,5258,no,yes,no,467
1L225259,5259,no,no,yes,339
1L225260,5260,unknown,no,no,471
1L225261,5261,no,yes,yes,609
1L225262,5262,unknown,yes,no,328
1L225263,5263,no,no,no,664
1L225264,5264,no,no,no,559
1L225265,5265,no,no,no,718
1L225266,5266,no,no,no,443
1L225267,5267,no,no,no,812
1L225268,5268,no,no,no,433
1L225269,5269,unknown,yes,no,834
1L225270,5270,no,yes,no,662
1L225271,5271,no,yes,no,757
1L225272,5272,unknown,yes,no,778
1L225273,5273,no,no,no,595
1L225274,5274,no,unknown,unknown,416
1L225275,5275,no,yes,yes,301
1L225276,5276,no,yes,no,317
1L225277,5277,no,no,no,556
1L225278,5278,unknown,yes,no,743
1L225279,5279,unknown,no,no,577
1L225280,5280,no,yes,no,840
1L225281,5281,no,no,no,629
1L225282,5282,no,yes,no,697
1L225283,5283,no,yes,no,560
1L225284,5284,unknown,no,no,419
1L225285,5285,unknown,yes,no,357
1L225286,5286,unknown,no,no,361
1L225287,5287,no,yes,yes,496
1L225288,5288,no,no,no,499
1L225289,5289,no,yes,no,343
1L225290,5290,unknown,yes,no,621
1L225291,5291,no,no,no,638
1L225292,5292,unknown,yes,no,593
1L225293,5293,no,yes,no,656
1L225294,5294,no,no,no,441
1L225295,5295,no,yes,yes,649
1L225296,5296,unknown,yes,no,780
1L225297,5297,no,no,no,786
1L225298,5298,unknown,no,no,495
1L225299,5299,no,no,no,376
1L225300,5300,no,no,yes,447
1L225301,5301,no,unknown,unknown,530
1L225302,5302,no,no,no,611
1L225303,5303,no,yes,yes,665
1L225304,5304,no,no,no,310
1L225305,5305,no,yes,yes,793
1L225306,5306,no,no,no,334
1L225307,5307,no,yes,no,614
1L225308,5308,unknown,yes,no,825
1L225309,5309,no,unknown,unknown,383
1L225310,5310,no,no,no,820
1L225311,5311,unknown,yes,no,500
1L225312,5312,unknown,yes,no,304
1L225313,5313,no,no,no,613
1L225314,5314,no,yes,no,435
1L225315,5315,unknown,no,no,366
1L225316,5316,no,no,no,455
1L225317,5317,no,yes,no,676
1L225318,5318,no,yes,no,799
1L225319,5319,no,yes,no,332
1L225320,5320,no,no,yes,744
1L225321,5321,unknown,yes,yes,461
1L225322,5322,no,no,no,486
1L225323,5323,no,yes,no,444
1L225324,5324,unknown,yes,no,385
1L225325,5325,unknown,yes,yes,396
1L225326,5326,unknown,yes,no,531
1L225327,5327,no,yes,no,774
1L225328,5328,unknown,unknown,unknown,481
1L225329,5329,no,no,no,409
1L225330,5330,no,no,no,397
1L225331,5331,no,no,yes,523
1L225332,5332,no,no,no,818
1L225333,5333,no,no,no,361
1L225334,5334,no,no,yes,443
1L225335,5335,no,yes,yes,327
1L225336,5336,unknown,no,no,784
1L225337,5337,no,yes,yes,437
1L225338,5338,no,yes,no,429
1L225339,5339,unknown,yes,yes,683
1L225340,5340,unknown,yes,no,664
1L225341,5341,unknown,yes,no,768
1L225342,5342,no,yes,yes,606
1L225343,5343,unknown,yes,no,787
1L225344,5344,no,unknown,unknown,486
1L225345,5345,unknown,no,no,535
1L225346,5346,no,yes,no,819
1L225347,5347,no,yes,no,458
1L225348,5348,no,no,no,620
1L225349,5349,no,yes,no,680
1L225350,5350,unknown,no,yes,524
1L225351,5351,no,unknown,unknown,554
1L225352,5352,no,yes,no,429
1L225353,5353,no,unknown,unknown,346
1L225354,5354,no,yes,no,578
1L225355,5355,no,unknown,unknown,718
1L225356,5356,no,yes,no,480
1L225357,5357,unknown,no,yes,840
1L225358,5358,no,yes,no,792
1L225359,5359,no,yes,no,590
1L225360,5360,unknown,no,no,595
1L225361,5361,no,no,no,382
1L225362,5362,no,yes,no,541
1L225363,5363,no,yes,no,610
1L225364,5364,unknown,yes,no,443
1L225365,5365,no,yes,no,731
1L225366,5366,no,yes,no,373
1L225367,5367,no,no,no,351
1L225368,5368,no,no,yes,594
1L225369,5369,no,no,no,809
1L225370,5370,no,yes,no,838
1L225371,5371,unknown,no,no,441
1L225372,5372,no,no,no,361
1L225373,5373,no,yes,no,719
1L225374,5374,unknown,unknown,unknown,606
1L225375,5375,no,no,no,582
1L225376,5376,no,no,no,608
1L225377,5377,no,yes,yes,388
1L225378,5378,no,no,no,316
1L225379,5379,no,no,no,796
1L225380,5380,no,yes,no,472
1L225381,5381,no,yes,no,335
1L225382,5382,no,yes,no,592
1L225383,5383,no,unknown,unknown,580
1L225384,5384,no,yes,no,787
1L225385,5385,no,no,no,438
1L225386,5386,no,yes,no,620
1L225387,5387,no,no,no,758
1L225388,5388,no,no,no,465
1L225389,5389,no,yes,no,378
1L225390,5390,no,yes,no,300
1L225391,5391,no,no,no,835
1L225392,5392,no,no,no,583
1L225393,5393,no,yes,no,399
1L225394,5394,no,no,no,699
1L225395,5395,no,no,no,785
1L225396,5396,unknown,yes,no,517
1L225397,5397,no,no,no,327
1L225398,5398,no,no,no,737
1L225399,5399,unknown,yes,no,449
1L225400,5400,no,no,no,662
1L225401,5401,no,yes,yes,412
1L225402,5402,no,no,no,706
1L225403,5403,unknown,no,no,433
1L225404,5404,no,no,no,310
1L225405,5405,no,no,no,510
1L225406,5406,no,yes,no,306
1L225407,5407,no,no,no,811
1L225408,5408,unknown,no,no,668
1L225409,5409,unknown,no,no,446
1L225410,5410,no,no,no,849
1L225411,5411,unknown,yes,no,647
1L225412,5412,no,yes,yes,527
1L225413,5413,no,yes,yes,455
1L225414,5414,no,no,no,586
1L225415,5415,no,yes,no,801
1L225416,5416,unknown,yes,no,767
1L225417,5417,no,unknown,unknown,389
1L225418,5418,no,unknown,unknown,660
1L225419,5419,no,yes,no,802
1L225420,5420,no,unknown,unknown,627
1L225421,5421,no,no,no,623
1L225422,5422,unknown,yes,no,604
1L225423,5423,no,yes,no,358
1L225424,5424,no,no,yes,766
1L225425,5425,no,yes,yes,454
1L225426,5426,no,unknown,unknown,583
1L225427,5427,no,yes,no,849
1L225428,5428,no,no,no,310
1L225429,5429,no,no,yes,635
1L225430,5430,no,yes,yes,399
1L225431,5431,unknown,no,no,447
1L225432,5432,no,no,no,796
1L225433,5433,no,no,no,688
1L225434,5434,no,no,no,511
1L225435,5435,no,yes,yes,562
1L225436,5436,no,no,no,693
1L225437,5437,no,yes,no,805
1L225438,5438,no,yes,no,574
1L225439,5439,no,no,no,481
1L225440,5440,no,no,no,597
1L225441,5441,no,no,no,545
1L225442,5442,unknown,no,no,806
1L225443,5443,no,no,no,580
1L225444,5444,unknown,yes,no,759
1L225445,5445,no,no,yes,506
1L225446,5446,no,no,no,327
1L225447,5447,no,no,no,744
1L225448,5448,no,yes,no,668
1L225449,5449,unknown,yes,no,571
1L225450,5450,unknown,yes,no,786
1L225451,5451,no,yes,yes,389
1L225452,5452,no,yes,yes,534
1L225453,5453,unknown,no,no,472
1L225454,5454,no,yes,no,341
1L225455,5455,no,no,no,524
1L225456,5456,no,no,no,490
1L225457,5457,no,yes,no,806
1L225458,5458,unknown,no,yes,520
1L225459,5459,unknown,yes,no,357
1L225460,5460,no,yes,no,767
1L225461,5461,no,no,no,778
1L225462,5462,no,yes,yes,627
1L225463,5463,no,yes,no,748
1L225464,5464,no,yes,no,695
1L225465,5465,no,yes,no,350
1L225466,5466,no,unknown,unknown,507
1L225467,5467,no,yes,no,543
1L225468,5468,no,yes,no,805
1L225469,5469,unknown,yes,no,644
1L225470,5470,unknown,yes,no,722
1L225471,5471,no,yes,no,505
1L225472,5472,no,no,no,786
1L225473,5473,no,yes,no,577
1L225474,5474,no,no,no,398
1L225475,5475,no,yes,no,792
1L225476,5476,unknown,no,yes,633
1L225477,5477,no,yes,no,462
1L225478,5478,no,no,no,391
1L225479,5479,unknown,yes,yes,505
1L225480,5480,no,no,no,329
1L225481,5481,no,yes,no,782
1L225482,5482,no,yes,no,325
1L225483,5483,no,no,no,442
1L225484,5484,no,yes,yes,401
1L225485,5485,no,yes,yes,537
1L225486,5486,no,yes,no,329
1L225487,5487,no,no,no,463
1L225488,5488,no,yes,no,486
1L225489,5489,no,no,no,613
1L225490,5490,unknown,yes,yes,636
1L225491,5491,no,no,no,658
1L225492,5492,no,yes,no,609
1L225493,5493,no,no,no,753
1L225494,5494,no,yes,no,416
1L225495,5495,no,yes,no,485
1L225496,5496,no,no,no,591
1L225497,5497,no,yes,yes,711
1L225498,5498,no,no,no,347
1L225499,5499,no,no,no,747
1L225500,5500,unknown,no,yes,566
1L225501,5501,no,yes,no,573
1L225502,5502,no,no,no,547
1L225503,5503,unknown,no,no,338
1L225504,5504,no,yes,no,703
1L225505,5505,no,no,no,350
1L225506,5506,no,no,no,690
1L225507,5507,unknown,no,no,571
1L225508,5508,no,yes,no,669
1L225509,5509,no,yes,no,559
1L225510,5510,unknown,no,yes,635
1L225511,5511,no,no,no,788
1L225512,5512,no,yes,no,752
1L225513,5513,no,no,no,482
1L225514,5514,no,no,yes,362
1L225515,5515,no,yes,no,499
1L225516,5516,unknown,yes,no,589
1L225517,5517,no,yes,no,553
1L225518,5518,no,yes,yes,507
1L225519,5519,unknown,no,no,755
1L225520,5520,no,yes,no,628
1L225521,5521,no,yes,no,459
1L225522,5522,no,no,no,774
1L225523,5523,no,yes,no,433
1L225524,5524,no,yes,no,441
1L225525,5525,no,no,no,651
1L225526,5526,no,yes,no,524
1L225527,5527,no,no,no,488
1L225528,5528,no,yes,no,803
1L225529,5529,no,yes,yes,399
1L225530,5530,no,no,no,537
1L225531,5531,no,no,no,677
1L225532,5532,no,no,no,514
1L225533,5533,no,yes,yes,357
1L225534,5534,unknown,yes,yes,627
1L225535,5535,no,no,no,809
1L225536,5536,no,yes,no,474
1L225537,5537,no,no,yes,484
1L225538,5538,no,no,no,563
1L225539,5539,no,no,no,559
1L225540,5540,unknown,no,no,346
1L225541,5541,no,yes,no,623
1L225542,5542,unknown,yes,no,412
1L225543,5543,no,no,no,581
1L225544,5544,no,yes,no,774
1L225545,5545,no,yes,no,679
1L225546,5546,unknown,no,no,320
1L225547,5547,no,yes,no,387
1L225548,5548,no,no,yes,512
1L225549,5549,unknown,yes,yes,602
1L225550,5550,no,no,yes,712
1L225551,5551,no,unknown,unknown,653
1L225552,5552,no,unknown,unknown,730
1L225553,5553,no,yes,no,467
1L225554,5554,no,no,no,630
1L225555,5555,no,no,no,668
1L225556,5556,no,no,no,753
1L225557,5557,no,no,no,788
1L225558,5558,no,no,no,407
1L225559,5559,no,yes,no,720
1L225560,5560,unknown,yes,no,335
1L225561,5561,no,no,yes,782
1L225562,5562,no,no,yes,534
1L225563,5563,no,yes,no,740
1L225564,5564,no,no,yes,404
1L225565,5565,no,yes,no,300
1L225566,5566,no,yes,yes,547
1L225567,5567,unknown,no,no,420
1L225568,5568,unknown,no,no,454
1L225569,5569,no,yes,no,311
1L225570,5570,unknown,no,yes,820
1L225571,5571,unknown,no,no,668
1L225572,5572,no,no,no,308
1L225573,5573,no,no,no,795
1L225574,5574,no,no,no,579
1L225575,5575,no,yes,no,492
1L225576,5576,no,yes,no,498
1L225577,5577,no,no,no,782
1L225578,5578,no,yes,no,484
1L225579,5579,no,no,yes,477
1L225580,5580,no,yes,no,534
1L225581,5581,unknown,no,no,663
1L225582,5582,no,no,no,353
1L225583,5583,no,yes,no,373
1L225584,5584,no,no,no,345
1L225585,5585,no,yes,no,618
1L225586,5586,no,no,no,521
1L225587,5587,unknown,yes,no,324
1L225588,5588,no,yes,no,575
1L225589,5589,no,yes,yes,709
1L225590,5590,no,no,no,815
1L225591,5591,unknown,no,yes,807
1L225592,5592,no,yes,no,574
1L225593,5593,no,yes,yes,429
1L225594,5594,no,yes,no,595
1L225595,5595,no,yes,no,745
1L225596,5596,unknown,yes,no,416
1L225597,5597,unknown,no,no,417
1L225598,5598,no,no,no,765
1L225599,5599,no,yes,no,462
1L225600,5600,no,no,no,560
1L225601,5601,no,no,no,419
1L225602,5602,no,yes,no,600
1L225603,5603,no,no,no,543
1L225604,5604,no,no,no,793
1L225605,5605,no,no,no,721
1L225606,5606,no,no,no,714
1L225607,5607,unknown,yes,no,661
1L225608,5608,no,yes,no,781
1L225609,5609,no,yes,no,687
1L225610,5610,no,yes,no,424
1L225611,5611,no,yes,no,440
1L225612,5612,no,yes,no,844
1L225613,5613,unknown,no,yes,546
1L225614,5614,no,no,no,647
1L225615,5615,no,yes,no,835
1L225616,5616,no,no,no,546
1L225617,5617,no,yes,no,387
1L225618,5618,unknown,yes,no,519
1L225619,5619,unknown,yes,no,798
1L225620,5620,no,yes,no,688
1L225621,5621,no,yes,no,827
1L225622,5622,no,yes,no,676
1L225623,5623,no,yes,no,551
1L225624,5624,no,yes,no,809
1L225625,5625,no,no,no,714
1L225626,5626,no,yes,no,511
1L225627,5627,unknown,yes,no,672
1L225628,5628,no,yes,no,409
1L225629,5629,no,no,no,764
1L225630,5630,no,no,no,547
1L225631,5631,no,no,no,452
1L225632,5632,no,yes,no,558
1L225633,5633,no,no,no,790
1L225634,5634,no,no,no,625
1L225635,5635,no,no,no,449
1L225636,5636,no,no,no,429
1L225637,5637,no,no,no,365
1L225638,5638,no,yes,no,569
1L225639,5639,unknown,no,no,652
1L225640,5640,unknown,no,no,808
1L225641,5641,no,yes,yes,362
1L225642,5642,no,yes,no,549
1L225643,5643,no,no,no,818
1L225644,5644,unknown,yes,no,381
1L225645,5645,no,no,no,313
1L225646,5646,no,yes,no,423
1L225647,5647,no,yes,no,602
1L225648,5648,unknown,yes,no,373
1L225649,5649,no,yes,no,356
1L225650,5650,unknown,yes,no,831
1L225651,5651,no,no,yes,377
1L225652,5652,no,no,no,498
1L225653,5653,no,yes,no,796
1L225654,5654,unknown,yes,yes,528
1L225655,5655,no,yes,no,839
1L225656,5656,no,yes,no,655
1L225657,5657,no,yes,no,708
1L225658,5658,unknown,yes,no,824
1L225659,5659,no,unknown,unknown,684
1L225660,5660,no,no,no,503
1L225661,5661,no,no,no,476
1L225662,5662,no,no,no,754
1L225663,5663,no,yes,no,324
1L225664,5664,no,yes,yes,692
1L225665,5665,no,no,no,797
1L225666,5666,no,yes,no,495
1L225667,5667,no,no,no,428
1L225668,5668,unknown,yes,no,787
1L225669,5669,no,no,no,463
1L225670,5670,no,no,no,838
1L225671,5671,no,yes,no,804
1L225672,5672,no,yes,no,390
1L225673,5673,no,yes,no,572
1L225674,5674,unknown,no,no,744
1L225675,5675,no,yes,no,460
1L225676,5676,unknown,no,no,347
1L225677,5677,unknown,no,no,480
1L225678,5678,no,no,no,624
1L225679,5679,no,no,yes,804
1L225680,5680,no,yes,no,501
1L225681,5681,no,no,no,715
1L225682,5682,no,yes,no,312
1L225683,5683,unknown,no,no,644
1L225684,5684,unknown,yes,no,477
1L225685,5685,no,yes,no,740
1L225686,5686,no,yes,no,472
1L225687,5687,no,yes,no,698
1L225688,5688,no,no,no,767
1L225689,5689,no,no,no,448
1L225690,5690,unknown,no,no,377
1L225691,5691,no,yes,no,844
1L225692,5692,unknown,no,no,821
1L225693,5693,no,no,no,499
1L225694,5694,no,yes,no,733
1L225695,5695,no,no,no,626
1L225696,5696,no,yes,no,442
1L225697,5697,no,no,no,612
1L225698,5698,no,yes,no,450
1L225699,5699,no,no,no,458
1L225700,5700,no,yes,no,326
1L225701,5701,no,yes,no,552
1L225702,5702,no,yes,no,770
1L225703,5703,unknown,no,no,333
1L225704,5704,unknown,yes,no,434
1L225705,5705,no,no,no,638
1L225706,5706,no,yes,no,811
1L225707,5707,no,yes,yes,305
1L225708,5708,no,yes,yes,639
1L225709,5709,no,unknown,unknown,730
1L225710,5710,no,no,yes,666
1L225711,5711,no,no,no,633
1L225712,5712,no,no,no,724
1L225713,5713,no,yes,no,313
1L225714,5714,no,no,no,450
1L225715,5715,unknown,no,no,378
1L225716,5716,no,no,no,402
1L225717,5717,no,no,no,831
1L225718,5718,no,yes,no,482
1L225719,5719,no,no,no,515
1L225720,5720,no,yes,no,624
1L225721,5721,no,no,no,310
1L225722,5722,no,yes,no,720
1L225723,5723,unknown,yes,no,724
1L225724,5724,no,no,no,397
1L225725,5725,unknown,yes,no,661
1L225726,5726,no,no,no,460
1L225727,5727,no,yes,no,701
1L225728,5728,no,no,yes,834
1L225729,5729,no,yes,no,623
1L225730,5730,no,yes,no,577
1L225731,5731,no,yes,no,404
1L225732,5732,no,yes,no,736
1L225733,5733,no,yes,no,472
1L225734,5734,unknown,yes,no,630
1L225735,5735,no,yes,no,510
1L225736,5736,no,no,yes,455
1L225737,5737,no,no,no,504
1L225738,5738,unknown,yes,no,843
1L225739,5739,unknown,yes,yes,362
1L225740,5740,no,no,yes,564
1L225741,5741,no,no,no,822
1L225742,5742,no,no,no,549
1L225743,5743,no,yes,yes,589
1L225744,5744,unknown,no,yes,482
1L225745,5745,unknown,no,no,427
1L225746,5746,no,yes,no,367
1L225747,5747,no,yes,no,735
1L225748,5748,no,yes,no,461
1L225749,5749,unknown,yes,yes,348
1L225750,5750,no,yes,no,667
1L225751,5751,no,yes,no,443
1L225752,5752,no,no,yes,550
1L225753,5753,unknown,yes,no,321
1L225754,5754,no,no,no,741
1L225755,5755,no,no,no,568
1L225756,5756,no,no,no,651
1L225757,5757,no,yes,no,756
1L225758,5758,unknown,yes,no,753
1L225759,5759,no,yes,no,649
1L225760,5760,no,yes,no,637
1L225761,5761,no,yes,yes,751
1L225762,5762,unknown,no,no,557
1L225763,5763,no,no,no,584
1L225764,5764,no,yes,no,625
1L225765,5765,no,no,no,357
1L225766,5766,no,no,no,849
1L225767,5767,unknown,no,no,727
1L225768,5768,no,no,no,735
1L225769,5769,no,no,no,336
1L225770,5770,no,yes,no,492
1L225771,5771,unknown,no,yes,456
1L225772,5772,no,yes,no,340
1L225773,5773,no,yes,no,558
1L225774,5774,no,yes,no,783
1L225775,5775,no,no,no,467
1L225776,5776,no,no,no,510
1L225777,5777,no,yes,no,490
1L225778,5778,no,yes,yes,324
1L225779,5779,unknown,no,no,452
1L225780,5780,no,yes,no,631
1L225781,5781,no,yes,no,829
1L225782,5782,unknown,yes,no,391
1L225783,5783,no,no,no,829
1L225784,5784,no,no,yes,653
1L225785,5785,no,yes,no,738
1L225786,5786,no,no,no,562
1L225787,5787,no,no,yes,497
1L225788,5788,no,no,no,627
1L225789,5789,no,yes,no,457
1L225790,5790,no,no,no,467
1L225791,5791,unknown,no,yes,384
1L225792,5792,no,yes,no,660
1L225793,5793,no,yes,yes,521
1L225794,5794,unknown,yes,yes,544
1L225795,5795,no,yes,yes,411
1L225796,5796,unknown,unknown,unknown,340
1L225797,5797,no,yes,no,563
1L225798,5798,no,no,no,838
1L225799,5799,no,no,no,410
1L225800,5800,no,yes,no,478
1L225801,5801,no,yes,no,807
1L225802,5802,no,no,no,763
1L225803,5803,no,yes,no,630
1L225804,5804,no,yes,no,457
1L225805,5805,no,no,no,312
1L225806,5806,no,yes,yes,465
1L225807,5807,no,no,no,812
1L225808,5808,no,yes,yes,653
1L225809,5809,no,yes,no,405
1L225810,5810,unknown,no,no,810
1L225811,5811,no,no,no,433
1L225812,5812,unknown,yes,no,654
1L225813,5813,no,yes,yes,325
1L225814,5814,no,no,no,352
1L225815,5815,unknown,no,no,397
1L225816,5816,no,yes,no,353
1L225817,5817,no,no,no,494
1L225818,5818,unknown,no,no,560
1L225819,5819,no,yes,no,738
1L225820,5820,no,no,no,637
1L225821,5821,no,no,no,393
1L225822,5822,no,yes,no,311
1L225823,5823,no,yes,no,727
1L225824,5824,no,yes,no,517
1L225825,5825,no,yes,no,474
1L225826,5826,no,no,no,646
1L225827,5827,unknown,no,no,550
1L225828,5828,no,no,no,723
1L225829,5829,no,yes,no,814
1L225830,5830,no,no,no,692
1L225831,5831,no,no,yes,489
1L225832,5832,no,yes,no,357
1L225833,5833,no,yes,no,375
1L225834,5834,no,unknown,unknown,811
1L225835,5835,no,yes,no,320
1L225836,5836,no,yes,no,375
1L225837,5837,no,yes,no,585
1L225838,5838,no,yes,no,402
1L225839,5839,no,yes,no,599
1L225840,5840,no,no,no,477
1L225841,5841,no,no,yes,840
1L225842,5842,no,no,no,702
1L225843,5843,unknown,yes,no,391
1L225844,5844,unknown,no,no,630
1L225845,5845,no,yes,yes,784
1L225846,5846,unknown,yes,no,547
1L225847,5847,no,yes,no,460
1L225848,5848,no,yes,no,669
1L225849,5849,no,no,no,714
1L225850,5850,no,yes,no,491
1L225851,5851,no,yes,no,603
1L225852,5852,no,no,no,555
1L225853,5853,no,yes,no,635
1L225854,5854,no,no,no,745
1L225855,5855,unknown,unknown,unknown,661
1L225856,5856,no,yes,no,795
1L225857,5857,unknown,no,no,774
1L225858,5858,no,yes,no,330
1L225859,5859,unknown,yes,no,645
1L225860,5860,unknown,yes,no,520
1L225861,5861,no,yes,no,361
1L225862,5862,no,yes,no,408
1L225863,5863,no,yes,no,630
1L225864,5864,unknown,no,no,837
1L225865,5865,no,no,no,305
1L225866,5866,no,yes,no,693
1L225867,5867,no,yes,no,715
1L225868,5868,no,no,no,359
1L225869,5869,unknown,yes,no,430
1L225870,5870,no,yes,no,509
1L225871,5871,no,yes,no,587
1L225872,5872,no,yes,no,357
1L225873,5873,no,yes,no,509
1L225874,5874,no,yes,no,612
1L225875,5875,no,yes,no,794
1L225876,5876,unknown,yes,yes,696
1L225877,5877,unknown,no,no,564
1L225878,5878,no,no,no,541
1L225879,5879,no,yes,yes,346
1L225880,5880,unknown,yes,no,744
1L225881,5881,no,no,no,603
1L225882,5882,no,yes,yes,364
1L225883,5883,no,no,no,405
1L225884,5884,no,yes,no,783
1L225885,5885,unknown,yes,no,791
1L225886,5886,no,no,no,559
1L225887,5887,no,yes,no,328
1L225888,5888,no,yes,yes,743
1L225889,5889,no,yes,no,526
1L225890,5890,no,no,no,728
1L225891,5891,unknown,yes,no,359
1L225892,5892,no,yes,no,453
1L225893,5893,no,yes,no,618
1L225894,5894,no,yes,no,322
1L225895,5895,no,no,no,397
1L225896,5896,no,yes,yes,365
1L225897,5897,no,no,no,673
1L225898,5898,no,yes,no,799
1L225899,5899,unknown,yes,no,383
1L225900,5900,no,yes,no,482
1L225901,5901,no,yes,no,763
1L225902,5902,no,yes,no,358
1L225903,5903,no,no,no,801
1L225904,5904,no,yes,no,806
1L225905,5905,no,no,no,584
1L225906,5906,no,yes,no,786
1L225907,5907,no,yes,no,603
1L225908,5908,no,yes,no,430
1L225909,5909,no,yes,no,837
1L225910,5910,no,no,yes,620
1L225911,5911,no,yes,no,356
1L225912,5912,no,yes,yes,528
1L225913,5913,no,yes,no,796
1L225914,5914,no,yes,no,415
1L225915,5915,no,yes,no,839
1L225916,5916,unknown,yes,no,647
1L225917,5917,no,yes,no,760
1L225918,5918,no,no,no,382
1L225919,5919,no,yes,no,660
1L225920,5920,no,yes,no,668
